sentence,original_label,original_book,book_Anna_Karenina,book_Frankenstein,book_The_Adventures_of_Alice_in_Wonderland,book_Wuthering_Heights
"Only at rare moments, when the opium gave him an instant s relief from the never-ceasing pain, he would sometimes, half asleep, utter what was ever more intense in his heart than in all the others: Oh, if it were only the end!",1,Anna Karenina,1,0,0,0
or: When will it be over?,1,Anna Karenina,1,0,0,0
"His sufferings, steadily growing more intense, did their work and prepared him for death.",1,Anna Karenina,1,0,0,0
"There was no position in which he was not in pain, there was not a minute in which he was unconscious of it, not a limb, not a part of his body that did not ache and cause him agony.",1,Anna Karenina,1,0,0,0
"Even the memories, the impressions, the thoughts of this body awakened in him now the same aversion as the body itself.",1,Anna Karenina,1,0,0,0
"The sight of other people, their remarks, his own reminiscences, everything was for him a source of agony.",1,Anna Karenina,1,1,0,1
"Those about him felt this, and instinctively did not allow themselves to move freely, to talk, to express their wishes before him.",1,Anna Karenina,1,0,0,0
All his life was merged in the one feeling of suffering and desire to be rid of it.,1,Anna Karenina,1,0,0,0
"There was evidently coming over him that revulsion that would make him look upon death as the goal of his desires, as happiness.",1,Anna Karenina,1,1,0,1
"Hitherto each individual desire, aroused by suffering or privation, such as hunger, fatigue, thirst, had been satisfied by some bodily function giving pleasure.",1,Anna Karenina,1,0,0,0
"But now no physical craving or suffering received relief, and the effort to relieve them only caused fresh suffering.",1,Anna Karenina,1,0,0,0
"And so all desires were merged in one the desire to be rid of all his sufferings and their source, the body.",1,Anna Karenina,1,0,0,0
"But he had no words to express this desire of deliverance, and so he did not speak of it, and from habit asked for the satisfaction of desires which could not now be satisfied.",1,Anna Karenina,1,0,0,0
"Turn me over on the other side, he would say, and immediately after he would ask to be turned back again as before.",1,Anna Karenina,1,0,0,0
Give me some broth.,1,Anna Karenina,1,0,0,0
Take away the broth.,1,Anna Karenina,1,0,0,1
Talk of something: why are you silent?,1,Anna Karenina,1,0,1,1
"And directly they began to talk he would close his eyes, and would show weariness, indifference, and loathing.",1,Anna Karenina,1,0,0,0
"On the tenth day from their arrival at the town, Kitty was unwell.",1,Anna Karenina,1,0,0,0
"She suffered from headache and sickness, and she could not get up all the morning.",1,Anna Karenina,1,0,0,0
"The doctor opined that the indisposition arose from fatigue and excitement, and prescribed rest.",1,Anna Karenina,1,0,0,0
"After dinner, however, Kitty got up and went as usual with her work to the sick man.",1,Anna Karenina,1,0,0,0
"He looked at her sternly when she came in, and smiled contemptuously when she said she had been unwell.",1,Anna Karenina,1,0,0,0
"That day he was continually blowing his nose, and groaning piteously.",1,Anna Karenina,1,0,0,1
she asked him.,1,Anna Karenina,1,0,1,1
"Worse, he articulated with difficulty.",1,Anna Karenina,1,1,0,1
In pain!,1,Anna Karenina,1,0,0,0
"In pain, where?",1,Anna Karenina,1,0,0,0
Everywhere.,1,Anna Karenina,1,0,0,0
"It will be over today, you will see, said Marya Nikolaevna.",1,Anna Karenina,1,0,0,0
"Though it was said in a whisper, the sick man, whose hearing Levin had noticed was very keen, must have heard.",1,Anna Karenina,1,0,0,0
"Levin said hush to her, and looked round at the sick man.",1,Anna Karenina,1,0,0,0
Nikolay had heard; but these words produced no effect on him.,1,Anna Karenina,1,0,0,0
"His eyes had still the same intense, reproachful look.",1,Anna Karenina,1,0,0,0
"Levin asked her, when she had followed him into the corridor.",1,Anna Karenina,1,0,0,0
"He has begun picking at himself, said Marya Nikolaevna.",1,Anna Karenina,1,0,0,0
"Like this, she said, tugging at the folds of her woolen skirt.",1,Anna Karenina,1,0,0,0
"Levin noticed, indeed, that all that day the patient pulled at himself, as it were, trying to snatch something away.",1,Anna Karenina,1,0,0,0
Marya Nikolaevna s prediction came true.,1,Anna Karenina,1,0,0,0
"Towards night the sick man was not able to lift his hands, and could only gaze before him with the same intensely concentrated expression in his eyes.",1,Anna Karenina,1,0,0,0
"Even when his brother or Kitty bent over him, so that he could see them, he looked just the same.",1,Anna Karenina,1,0,0,0
Kitty sent for the priest to read the prayer for the dying.,1,Anna Karenina,1,0,0,0
"While the priest was reading it, the dying man did not show any sign of life; his eyes were closed.",1,Anna Karenina,1,0,0,0
"Levin, Kitty, and Marya Nikolaevna stood at the bedside.",1,Anna Karenina,1,0,0,0
"The priest had not quite finished reading the prayer when the dying man stretched, sighed, and opened his eyes.",1,Anna Karenina,1,0,0,0
"The priest, on finishing the prayer, put the cross to the cold forehead, then slowly returned it to the stand, and after standing for two minutes more in silence, he touched the huge, bloodless hand that was turning cold.",1,Anna Karenina,1,0,0,0
"He is gone, said the priest, and would have moved away; but suddenly there was a faint stir in the mustaches of the dead man that seemed glued together, and quite distinctly in the hush they heard from the bottom of the chest the sharply defined sounds: Not quite ... soon.",1,Anna Karenina,1,0,0,0
"And a minute later the face brightened, a smile came out under the mustaches, and the women who had gathered round began carefully laying out the corpse.",1,Anna Karenina,1,0,0,0
"The sight of his brother, and the nearness of death, revived in Levin that sense of horror in face of the insoluble enigma, together with the nearness and inevitability of death, that had come upon him that autumn evening when his brother had come to him.",1,Anna Karenina,1,0,0,0
"This feeling was now even stronger than before; even less than before did he feel capable of apprehending the meaning of death, and its inevitability rose up before him more terrible than ever.",1,Anna Karenina,1,0,0,0
"But now, thanks to his wife s presence, that feeling did not reduce him to despair.",1,Anna Karenina,1,0,0,0
"In spite of death, he felt the need of life and love.",1,Anna Karenina,1,0,0,0
"He felt that love saved him from despair, and that this love, under the menace of despair, had become still stronger and purer.",1,Anna Karenina,1,0,0,0
"The one mystery of death, still unsolved, had scarcely passed before his eyes, when another mystery had arisen, as insoluble, urging him to love and to life.",1,Anna Karenina,1,0,0,0
The doctor confirmed his suppositions in regard to Kitty.,1,Anna Karenina,1,0,0,0
Her indisposition was a symptom that she was with child.,1,Anna Karenina,1,0,0,0
"Chapter 21 From the moment when Alexey Alexandrovitch understood from his interviews with Betsy and with Stepan Arkadyevitch that all that was expected of him was to leave his wife in peace, without burdening her with his presence, and that his wife herself desired this, he felt so distraught that he could come to no decision of himself; he did not know himself what he wanted now, and putting himself in the hands of those who were so pleased to interest themselves in his affairs, he met everything with unqualified assent.",1,Anna Karenina,1,0,0,0
"It was only when Anna had left his house, and the English governess sent to ask him whether she should dine with him or separately, that for the first time he clearly comprehended his position, and was appalled by it.",1,Anna Karenina,1,0,0,0
Most difficult of all in this position was the fact that he could not in any way connect and reconcile his past with what was now.,1,Anna Karenina,1,0,0,0
It was not the past when he had lived happily with his wife that troubled him.,1,Anna Karenina,1,0,0,0
"The transition from that past to a knowledge of his wife s unfaithfulness he had lived through miserably already; that state was painful, but he could understand it.",1,Anna Karenina,1,0,0,0
"If his wife had then, on declaring to him her unfaithfulness, left him, he would have been wounded, unhappy, but he would not have been in the hopeless position incomprehensible to himself in which he felt himself now.",1,Anna Karenina,1,0,0,0
"He could not now reconcile his immediate past, his tenderness, his love for his sick wife, and for the other man s child with what was now the case, that is with the fact that, as it were, in return for all this he now found himself alone, put to shame, a laughing-stock, needed by no one, and despised by everyone.",1,Anna Karenina,1,0,0,0
"For the first two days after his wife s departure Alexey Alexandrovitch received applicants for assistance and his chief secretary, drove to the committee, and went down to dinner in the dining-room as usual.",1,Anna Karenina,1,0,0,0
"Without giving himself a reason for what he was doing, he strained every nerve of his being for those two days, simply to preserve an appearance of composure, and even of indifference.",1,Anna Karenina,1,0,0,0
"Answering inquiries about the disposition of Anna Arkadyevna s rooms and belongings, he had exercised immense self-control to appear like a man in whose eyes what had occurred was not unforeseen nor out of the ordinary course of events, and he attained his aim: no one could have detected in him signs of despair.",1,Anna Karenina,1,0,0,0
"But on the second day after her departure, when Korney gave him a bill from a fashionable draper s shop, which Anna had forgotten to pay, and announced that the clerk from the shop was waiting, Alexey Alexandrovitch told him to show the clerk up.",1,Anna Karenina,1,0,0,0
"Excuse me, your excellency, for venturing to trouble you.",1,Anna Karenina,1,0,0,0
"But if you direct us to apply to her excellency, would you graciously oblige us with her address?",1,Anna Karenina,1,0,0,0
"Alexey Alexandrovitch pondered, as it seemed to the clerk, and all at once, turning round, he sat down at the table.",1,Anna Karenina,1,0,0,0
"Letting his head sink into his hands, he sat for a long while in that position, several times attempted to speak and stopped short.",1,Anna Karenina,1,0,0,0
"Korney, perceiving his master s emotion, asked the clerk to call another time.",1,Anna Karenina,1,0,0,0
"Left alone, Alexey Alexandrovitch recognized that he had not the strength to keep up the line of firmness and composure any longer.",1,Anna Karenina,1,0,0,0
"He gave orders for the carriage that was awaiting him to be taken back, and for no one to be admitted, and he did not go down to dinner.",1,Anna Karenina,1,0,0,0
"He felt that he could not endure the weight of universal contempt and exasperation, which he had distinctly seen in the face of the clerk and of Korney, and of everyone, without exception, whom he had met during those two days.",1,Anna Karenina,1,0,0,0
"He felt that he could not turn aside from himself the hatred of men, because that hatred did not come from his being bad (in that case he could have tried to be better), but from his being shamefully and repulsively unhappy.",1,Anna Karenina,1,0,0,0
